model,dataset,windows,MAPE,MAE,RMSE,NMAE,univariate
exponential_smoothing,sequential/cifar100_timeseries_csvs,3,1822.2404244395473,1.6358583171021823,2.235831473174803,12.468164406819938,1.0
exponential_smoothing,sequential/KITTI,3,130.41191556866247,227.27304401235475,298.8893203894823,0.4085673491396493,1.0
exponential_smoothing,sequential/ant_csv_out,3,10282.85988530212,0.5904171504771312,1.1471503190832992,36.717334547315495,1.0
exponential_smoothing,sequential/hopper_csv_out,3,73119.57223195612,2.7743999666224117,3.039928243553867,6.077196813537117,1.0
exponential_smoothing,sequential/spriteworld,3,219.93607387874468,2.5661709010553353,2.906328735215165,-1.9023510566799358,1.0
exponential_smoothing,sequential/walker2d_csv_out,3,615.7224323904327,7.059230199598185,8.55751844847145,-5.8964895219025095,1.0
exponential_smoothing,sequential/cheetah_csv_out,3,294.68417533051064,6.212998633702585,7.684090399658831,-68.08398313854606,1.0
exponential_smoothing,sequential/openwebtext_timeseries_csvs,3,19.04358932797615,0.06295492219770711,0.07441824726982725,-0.1951526800558078,1.0
exponential_smoothing,synthetic/synthetic_scm/large_convlag_synin_s,3,3247.991411484493,1.6586195276294518,2.0220716846910674,-2.940768328592727,1.0
exponential_smoothing,synthetic/synthetic_scm/medium_convlag_synin_s,3,316.53613595031356,0.9884063035267219,1.1215941906098728,-2.899622923754306,1.0
exponential_smoothing,synthetic/synthetic_scm/medium_obslag_synin_s,3,485.5121513300226,1.2269059999858076,1.4557351104090117,-4.2674483304136475,1.0
exponential_smoothing,synthetic/synthetic_scm/tiny_convlag_synin_ns,3,225.54986333334978,0.9782298077201155,1.1376049604688026,-1.3361134756603572,1.0
exponential_smoothing,synthetic/synthetic_scm/tiny_obslag_synin_ns,3,286.47320885564085,0.8348621937233301,1.0453454645736018,-13.34478368730813,1.0
exponential_smoothing,synthetic/dynamic_data_csvs,3,96.56154576732824,0.8986415967351995,1.3132292116578517,31.587001738615886,1.0
exponential_smoothing,traditional/solar_alabama,3,341.1315310905013,4.426901972624838,7.6716879176642365,1.1375217242570108,1.0
exponential_smoothing,traditional/ecl,3,83.36340609398037,6.495276639437897,7.558911829290229,0.541371839111919,1.0
exponential_smoothing,traditional/ny_electricity2025,3,7.801735439366187,1231.8070149405598,1512.7955649489613,0.07969603491772566,1.0
exponential_smoothing,traditional/daily_electricity/al_daily,3,18.150172554503154,111190.44909000047,139559.20067435913,0.17159436432934114,1.0
exponential_smoothing,traditional/daily_electricity/az_daily,3,35.44994095776423,9884.782046901555,11691.040433239032,0.26226298917598295,1.0
exponential_smoothing,traditional/daily_electricity/cal_daily,3,12.045813383408467,90636.77142782327,107330.37480484799,0.11645362861977503,1.0
exponential_smoothing,traditional/daily_electricity/car_daily,3,16.300012446764967,97759.41364173741,122790.0853083147,0.15766663161664032,1.0
exponential_smoothing,traditional/daily_electricity/co_daily,3,13.204458255984209,16061.119630599627,18934.624580156582,0.1281674978246662,1.0
exponential_smoothing,traditional/daily_electricity/ne_daily,3,14.178428294140195,45836.79659661761,54407.42275081394,0.1401700327865434,1.0
exponential_smoothing,traditional/daily_electricity/nm_daily,3,9.846680525416176,3948.2478752594593,5026.806226999343,0.09915126307198503,1.0
exponential_smoothing,traditional/daily_electricity/ny_daily,3,15.1986108888488,62011.25434256694,71054.40242743485,0.1458494596409792,1.0
exponential_smoothing,traditional/daily_electricity/pa_daily,3,16.63178361653718,354341.68379425304,420025.53587382333,0.15926737801697557,1.0
exponential_smoothing,traditional/daily_electricity/tn_daily,3,17.628566248921807,77150.18108409985,95662.85039781033,0.17201650055332005,1.0
exponential_smoothing,traditional/daily_electricity/tx_daily,3,15.916420206870564,168344.18592750802,210487.33017571652,0.14754222387800323,1.0
exponential_smoothing,traditional/ercot_load,3,25.28690015034282,1877.734835016255,2062.2452341490907,0.24192181748269082,1.0
