model,dataset,windows,MAPE,MAE,RMSE,NMAE,univariate
mean,sequential/cifar100_timeseries_csvs,3,3076.3015565718524,1.7601366055933243,2.4814504534263855,16.10496343566371,1.0
mean,sequential/KITTI,3,76.962674531481,191.54274870250956,214.59311094023005,0.3493541206622115,1.0
mean,sequential/ant_csv_out,3,2025.0306113174101,0.5203110289067797,1.1392836509408635,32.06322936575061,1.0
mean,sequential/hopper_csv_out,3,2773.74150483538,2.22085114183572,3.153065468016193,6.086518285794654,1.0
mean,sequential/spriteworld,3,203.15147693081303,2.799479848429362,3.113342550778116,-1.753348510044421,1.0
mean,sequential/walker2d_csv_out,3,263.4135253999368,5.230722548923328,6.388619106785208,-6.694103384783678,1.0
mean,sequential/cheetah_csv_out,3,119.98785802968216,5.87299584913218,7.444621121828855,-65.09845397407145,1.0
mean,sequential/openwebtext_timeseries_csvs,3,31.072695931110285,0.1600729779023438,0.1653732767902456,-0.2938887983693344,1.0
mean,synthetic/synthetic_scm/large_convlag_synin_s,3,1218.7767699651579,1.1337435067135468,1.4287269659629442,-1.9866202577234577,1.0
mean,synthetic/synthetic_scm/medium_convlag_synin_s,3,241.55686403921132,0.8693784927173912,0.9811302363777652,-2.4428081269510824,1.0
mean,synthetic/synthetic_scm/medium_obslag_synin_s,3,257.75427325544985,1.256085755366869,1.3543441353566072,-1.5357301699306278,1.0
mean,synthetic/synthetic_scm/tiny_convlag_synin_ns,3,151.06631470771606,0.844757432463855,0.9468353015690298,-1.1087667016640523,1.0
mean,synthetic/synthetic_scm/tiny_obslag_synin_ns,3,138.5216898126353,0.8080689669217,0.9955933419278095,-12.352355870472286,1.0
mean,synthetic/dynamic_data_csvs,3,120.72998167594274,0.9835886519985632,1.1580043236073796,37.43085288076082,1.0
mean,traditional/solar_alabama,3,612.2098396897222,5.228009033203126,7.013403357728012,1.3401760672557341,1.0
mean,traditional/ecl,3,95.26840576809577,6.7106011353571775,7.48503291475748,0.5594869446986592,1.0
mean,traditional/ny_electricity2025,3,7.678602545216502,1165.1582858449226,1382.8836443701232,0.07542630779837321,1.0
mean,traditional/daily_electricity/al_daily,3,13.521700463864931,90895.69830426971,114704.31113591306,0.14027417619906388,1.0
mean,traditional/daily_electricity/az_daily,3,23.24482461918089,7890.403659267863,8990.59934791636,0.21152081295433708,1.0
mean,traditional/daily_electricity/cal_daily,3,11.798524626093764,98476.43878717988,129377.67943583126,0.12676159866004386,1.0
mean,traditional/daily_electricity/car_daily,3,14.201725938748531,93807.08678391723,117919.7544800393,0.15137823787610236,1.0
mean,traditional/daily_electricity/co_daily,3,12.847502316091626,16107.283333141584,18965.54055768256,0.12866102954206302,1.0
mean,traditional/daily_electricity/ne_daily,3,12.391636868228204,43382.199179643256,56357.69248257461,0.13269747402832419,1.0
mean,traditional/daily_electricity/nm_daily,3,9.671564702323664,4158.811440645447,5299.05154723402,0.10412395269805845,1.0
mean,traditional/daily_electricity/ny_daily,3,11.326534228530399,51776.417324635084,67529.96102400003,0.12183982144553668,1.0
mean,traditional/daily_electricity/pa_daily,3,12.549797970227035,292325.2213082504,358262.91120149795,0.1314251291205835,1.0
mean,traditional/daily_electricity/tn_daily,3,13.973180062385078,65942.79253211147,83267.94964673404,0.14740220039674393,1.0
mean,traditional/daily_electricity/tx_daily,3,11.990202190934442,143655.91036206434,182902.52560792092,0.12629249027219125,1.0
mean,traditional/ercot_load,3,12.597883606778064,970.5732169115072,1173.2419408392768,0.1225283644443171,1.0
mean,traditional/mds_microgrid,3,50.18874617923138,0.09312744140625,0.11389198108060848,-0.4357476827069235,1.0
mean,traditional/europe_electricity/central_electricity,3,9.301858655665628,0.34678272800098187,0.40953733450825497,0.09448162412495682,1.0
mean,traditional/europe_electricity/eastern_electricity,3,12.807176274893358,0.1813134316462793,0.21291456152940036,0.11678500517613932,1.0
mean,traditional/europe_electricity/northern_electricity,3,15.038245919652669,1.1488133030990175,1.309937492815318,0.14458941193397748,1.0
mean,traditional/europe_electricity/southern_electricity,3,7.025340749352364,1.725603692155876,2.187441262891719,0.07089754932505489,1.0
mean,traditional/europe_electricity/western_electricity,3,9.102336984055944,1.3386058620979242,1.5796301760217932,0.08712933594001455,1.0
mean,traditional/hourly_electricity/az_electricity,3,9.384131718875942,1107.2440464521474,1391.5038241614084,0.09596914167703145,1.0
mean,traditional/hourly_electricity/id_electricity,3,10.625441369431128,170.21516503250976,205.35556017032414,0.1018276147958798,1.0
mean,traditional/hourly_electricity/pa_electricity,3,6.937327934438204,5590.790316891402,6842.843136012768,0.06704789295344334,1.0
mean,traditional/hourly_electricity/tx_electricity,3,9.555562186494244,4665.4515781514965,5693.570060593588,0.09692256695167249,1.0
mean,traditional/hourly_electricity/cal_electricity,3,8.803917267602387,2284.910050813935,2700.70726596231,0.08493149503232293,1.0
mean,traditional/hourly_electricity/ne_electricity,3,11.782925253178577,1365.1600134355506,1648.8039722237554,0.11391211837052095,1.0
mean,traditional/hourly_electricity/se_electricity,3,8.865423658695045,1865.6794769145174,2334.6179197944543,0.08296650290081202,1.0
mean,traditional/hourly_electricity/car_electricity,3,9.860478093411357,2008.713203047706,2507.9745069428695,0.09373594400120744,1.0
mean,traditional/hourly_electricity/or_electricity,3,10.581391008494146,247.8245392315962,308.0102894028251,0.09961325371139564,1.0
mean,traditional/hourly_electricity/tn_electricity,3,8.965536780000859,1329.4379083733163,1684.3856013619063,0.08402542475395092,1.0
mean,traditional/aus_electricity_nsw,3,123.52755216585474,46.68807189941407,69.04828653889945,0.8556864856982159,1.0
