model,dataset,windows,MAPE,MAE,RMSE,NMAE,univariate
linear_trend,sequential/cifar100_timeseries_csvs,3,2279.093701233722,1.4636261573967382,2.240383568306835,12.242159723626429,1.0
linear_trend,sequential/KITTI,3,209.6976577967536,379.5807208668136,483.24168951957125,0.7093536707361716,1.0
linear_trend,sequential/ant_csv_out,3,1871.6730747736076,0.5300082055039671,1.1396494860893627,32.70330313347222,1.0
linear_trend,sequential/hopper_csv_out,3,121817.72028873021,3.532857740164148,4.013560243027956,7.074726674074474,1.0
linear_trend,sequential/spriteworld,3,653.3856544926726,6.2680192402529515,6.825324314091546,-4.377562227877065,1.0
linear_trend,sequential/walker2d_csv_out,3,587.262472903359,9.92703566399665,11.33223243555787,-2.178251796677248,1.0
linear_trend,sequential/cheetah_csv_out,3,135.92306787289013,5.876659316257046,7.449224009874364,-65.14256421081593,1.0
linear_trend,sequential/openwebtext_timeseries_csvs,3,249.43768911637156,0.8890183342257364,0.9427919333951653,-2.415044259140435,1.0
linear_trend,synthetic/synthetic_scm/large_convlag_synin_s,3,8818.866681016974,2.4894026852081255,2.8970119039017845,-4.76851221742995,1.0
linear_trend,synthetic/synthetic_scm/medium_convlag_synin_s,3,507.9496811377455,1.4273027686431323,1.6173187701730143,-4.1693256338099,1.0
linear_trend,synthetic/synthetic_scm/medium_obslag_synin_s,3,281.23537305879194,0.9947231351181611,1.0835340964986295,-1.978365838244357,1.0
linear_trend,synthetic/synthetic_scm/tiny_convlag_synin_ns,3,302.1546592090419,1.769840954765525,1.9196472258370523,-1.9860094921290614,1.0
linear_trend,synthetic/synthetic_scm/tiny_obslag_synin_ns,3,267.98851928419623,0.8331267775882805,1.0316539188027243,-13.340293658774032,1.0
linear_trend,synthetic/dynamic_data_csvs,3,104.56711423539127,0.9511087366662113,1.1869397831629365,33.06285538042009,1.0
linear_trend,traditional/solar_alabama,3,883.200559627118,7.8025418831172075,9.786131073171637,2.013790350113046,1.0
linear_trend,traditional/ecl,3,107.23701268315807,6.317912124927536,7.640376275163093,0.5293581321206963,1.0
linear_trend,traditional/ny_electricity2025,3,10.847898455540223,1682.3203509184461,2015.8353133980906,0.10907347623511847,1.0
linear_trend,traditional/daily_electricity/al_daily,3,21.248438889405538,135945.7047903126,163835.40760559382,0.212116623439326,1.0
linear_trend,traditional/daily_electricity/az_daily,3,65.15658976955531,18300.02045477456,21473.70645110255,0.5007163769622816,1.0
linear_trend,traditional/daily_electricity/cal_daily,3,16.07308389425951,122828.0570358014,141317.7084026008,0.16084611730033435,1.0
linear_trend,traditional/daily_electricity/car_daily,3,17.898878915289668,118631.49808827892,144460.79097732625,0.19154587579053836,1.0
linear_trend,traditional/daily_electricity/co_daily,3,14.404287832147743,18958.891961455774,22142.73300888229,0.14996295354650802,1.0
linear_trend,traditional/daily_electricity/ne_daily,3,20.830579135388774,72218.1262225162,83466.39042245944,0.22032677258512864,1.0
linear_trend,traditional/daily_electricity/nm_daily,3,12.96267930002458,5503.590848959375,6651.645732178996,0.1374237170970255,1.0
linear_trend,traditional/daily_electricity/ny_daily,3,17.020005397301745,77220.99027676327,93833.09023388386,0.1827038417093657,1.0
linear_trend,traditional/daily_electricity/pa_daily,3,18.1976862738928,432320.9102333703,513980.59818373364,0.19426931477077725,1.0
linear_trend,traditional/daily_electricity/tn_daily,3,19.239784949060056,91987.07201305784,111132.96515401559,0.2057289268692053,1.0
linear_trend,traditional/daily_electricity/tx_daily,3,28.535272530283397,306068.0043593337,352353.29057610774,0.2709789562520188,1.0
linear_trend,traditional/ercot_load,3,14.585733270195888,1129.4019260794523,1340.2622766071313,0.14337680530696648,1.0
linear_trend,traditional/mds_microgrid,3,50.09547765124569,0.09332063323009172,0.11394715822068902,-0.43629184898504253,1.0
linear_trend,traditional/europe_electricity/central_electricity,3,12.527736594949173,0.47097944445332995,0.5470020995714026,0.12161986550329369,1.0
linear_trend,traditional/europe_electricity/eastern_electricity,3,19.386498030062835,0.2809580695551398,0.31987490962909515,0.17626380561559915,1.0
linear_trend,traditional/europe_electricity/northern_electricity,3,17.25473083760235,1.2497416054733341,1.443232743359876,0.15847260173770533,1.0
linear_trend,traditional/europe_electricity/southern_electricity,3,6.606910840225434,1.5621623311573016,1.965831659785722,0.06532396883855052,1.0
linear_trend,traditional/europe_electricity/western_electricity,3,7.721789990511792,1.0826768053896216,1.2570365325335495,0.07503903439473594,1.0
linear_trend,traditional/hourly_electricity/az_electricity,3,14.884739154314147,1711.2300565053783,2070.6264470908413,0.14879863580062366,1.0
linear_trend,traditional/hourly_electricity/id_electricity,3,13.226724462298515,215.85662125096255,253.84608353955946,0.12868140946870651,1.0
linear_trend,traditional/hourly_electricity/pa_electricity,3,10.423936326789347,8437.82849786405,10161.117819852925,0.10156533321087113,1.0
linear_trend,traditional/hourly_electricity/tx_electricity,3,10.676544155619965,5147.31471570921,6333.386024851818,0.10694218547325678,1.0
linear_trend,traditional/hourly_electricity/cal_electricity,3,12.979890394580039,3390.4559783438963,3948.6238958244644,0.1259771540554432,1.0
linear_trend,traditional/hourly_electricity/ne_electricity,3,14.312719818179445,1677.5212039689766,2046.706222697914,0.13989035617474363,1.0
linear_trend,traditional/hourly_electricity/se_electricity,3,11.305849755096093,2350.145255481775,2940.42553588888,0.1045572707837157,1.0
linear_trend,traditional/hourly_electricity/car_electricity,3,9.590424856739192,1949.3312806136091,2481.3890365126094,0.09096959174491104,1.0
linear_trend,traditional/hourly_electricity/or_electricity,3,14.369185812158756,343.48023650530723,399.97333954186746,0.13818572714973026,1.0
