model,category,datasets,windows,MAPE,MAE,RMSE,NMAE
arima,sequential,8,24,9960.54931699504,58.71861259304291,71.11994605468607,-2.9690487164765322
arima,synthetic,6,18,662.3304587118961,1.0162561127214385,1.25170477733129,1.0620365108537644
arima,traditional,70,202,437.20544735510197,5366066.177872933,7178871.65396228,1.4757911374746182
arima,collections,2,6,60.797388474850905,378.6869593317581,687.4240694551078,0.4951622925684467
