model,category,datasets,windows,MAPE,MAE,RMSE,NMAE
linear_regression,sequential,8,24,67596.6931424633,35.17838293584204,44.9395744267391,-7.876157316899667
linear_regression,synthetic,6,18,187123106.80833638,406240.95668306405,468380.5572278824,-1096796.0713441616
linear_regression,traditional,70,202,368.28071776432085,5421287.41271525,7294402.210608527,0.8326117184732347
linear_regression,collections,2,6,60.680331410953144,342.2084451950558,693.5420400192095,0.5114660682486069
