model,category,datasets,windows,MAPE,MAE,RMSE,NMAE
historical_inertia,sequential,8,24,8661.184649079225,40.18403687161237,46.09788683654133,-3.4135691381906206
historical_inertia,synthetic,6,18,986.9387225419795,1.2497353326815275,1.4950056262652425,-0.10412576304214483
historical_inertia,traditional,70,202,194.94258669776121,9333661.269601338,11257829.81581294,0.4948769471226499
historical_inertia,collections,2,6,92.20610132836251,770.0291413209764,1518.5398553722416,0.8728271556772043
