model,category,datasets,windows,MAPE,MAE,RMSE,NMAE
chronos,sequential,8,400,15525.549837864713,8.031403796928906,9.566030134337279,-210.2724018123836
chronos,synthetic,6,300,931.8502539929119,2.5254236786677686,2.854160937595536,7.258881300322369
chronos,traditional,70,1556,279.8718724662952,133796663.73291236,159201154.79112077,0.6345894339748874
chronos,collections,2,100,101.18178519166179,379.45638133748554,1098.3961399306404,0.7641849931109841
